0.01,-0.056900000000000006,0.012241459607960699
0.0147,0.0589,0.09166211503851161
0.0215,0.14573666666666665,0.15565849054188396
0.0316,0.15927666666666665,0.15588964112830306
0.0464,0.12744,0.12828243852271182
0.0681,0.125266,0.12573399999999998
0.1,0.096405,0.093595
0.147,0.06855,0.05845
0.215,0.0537,0.0428
0.316,0.0344,0.023100000000000002
0.464,0.02495,0.012450000000000001
0.681,0.0274,0.014100000000000001
1.0,0.0188,0.0047
1.47,0.01745,0.0031499999999999996
2.15,0.01575,0.0016499999999999993
3.16,0.015,0.0017000000000000001
4.64,0.013999999999999999,0.001
6.81,0.013149999999999998,0.0007499999999999998
10.0,0.01245,0.0005499999999999993
14.7,0.0116,0.00040000000000000024
21.5,0.01075,0.00035000000000000043
31.6,0.010005,0.00029500000000000007
46.4,0.009229999999999999,0.00023000000000000014
68.1,0.00852,0.00019000000000000006
100.0,0.007814999999999999,0.00016499999999999978
147.0,0.007180000000000001,0.00013999999999999993
215.0,0.006585,0.0001250000000000001
316.0,0.00605,0.00010999999999999985
464.0,0.005549999999999999,9.999999999999983e-05
681.0,0.00517,8.999999999999979e-05
1000.0,0.00489,9.000000000000024e-05
