0.00999,4.915,0.785
0.01,3.92,nan
0.0147,6.170000000000001,0.5205125678918168
0.0215,7.493333333333332,0.25471116539676414
0.0316,9.586666666666668,0.556816347141896
0.0464,11.166666666666666,0.8006941432976208
0.0681,9.790000000000001,0.5788782255362525
0.1,6.786666666666666,0.28415566938641984
0.147,4.703333333333333,0.1377598554651455
0.215,3.4566666666666666,0.11050389636167188
0.316,2.5700000000000003,0.08736894948054107
0.464,1.92,0.07937253933193768
0.681,1.4266666666666667,0.05783117190965823
1.0,1.063,0.0444109596083369
1.47,0.7813333333333333,0.03467147402564695
2.15,0.5763333333333334,0.0266228807189939
3.16,0.4263333333333334,0.01922093765778466
4.64,0.31666666666666665,0.014344956527566689
6.81,0.23666666666666666,0.010333333333333335
10.0,0.17866666666666667,0.007838650677536562
14.7,0.13633333333333333,0.0056960024968783505
21.5,0.10443333333333332,0.0040768996935307495
31.6,0.08096666666666667,0.0031860808387596034
46.4,0.06303333333333333,0.002423037579384834
68.1,0.0494,0.0017616280348965088
100.0,0.039,0.0012897028081435417
147.0,0.03106666666666667,0.0009024657580453929
215.0,0.025066666666666668,0.0006385748020222673
316.0,0.0205,0.00046188021535170084
464.0,0.016966666666666668,0.00034801021696368497
681.0,0.014166666666666666,0.00029059326290271133
1000.0,0.011933333333333332,0.0002027587510099409
