Name:;;;20230526_P20_1 1,
Number of Intervals:;;;1,
Application:;;;RHEOPLUS/32 V3.61 21006227-33024,
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2024/02/26; 18:31  ã,
Measuring System:;;;CP50-2-SN42594; d=0.206 mm,
Accessories:;;;TU1=P-PTD200-SN81263554,
,
Interval:;;;1,
Number of Data Points:;;;37,
,
Time Setting:;;;37 Meas. Pts.,
;;;Meas. Pt. Duration 120 ... 5 s log,
Measuring Profile:,
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 6 Pt. / dec ,
,
Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status,
;[1/s];[Pa];[PaEs];[1/min];[ÊNm];[],
1;0.001;-0.00102;-1.02;0.000335;-0.0334;Dy_auto,
2;0.00147;-0.000588;-0.401;0.000489;-0.0193;Dy_auto,
3;0.00215;0.000297;0.138;0.000718;0.00974;M- ,Dy_
4;0.00316;0.0011;0.347;0.00106;0.0359;Dy_auto,
5;0.00464;0.00171;0.369;0.00155;0.0561;Dy_auto,
6;0.00681;0.00259;0.38;0.00227;0.0849;Dy_auto,
7;0.01;0.00374;0.374;0.00334;0.123;Dy_auto,
8;0.0147;0.00405;0.276;0.0049;0.133;Dy_auto,
9;0.0215;0.00335;0.155;0.00719;0.11;Dy_auto,
10;0.0316;0.00287;0.0906;0.0106;0.0939;Dy_auto,
11;0.0464;0.00278;0.0598;0.0155;0.091;Dy_auto,
12;0.0681;0.00307;0.0451;0.0227;0.101;Dy_auto,
13;0.1;0.00247;0.0247;0.0334;0.081;Dy_auto,
14;0.147;0.0023;0.0157;0.049;0.0754;Dy_auto,
15;0.215;0.00483;0.0224;0.0719;0.158;Dy_auto,
16;0.316;0.00924;0.0292;0.106;0.303;Dy_auto,
17;0.464;0.0126;0.0272;0.155;0.414;Dy_auto,
18;0.681;0.0198;0.0291;0.227;0.65;Dy_auto,
19;1;0.0268;0.0268;0.334;0.879;Dy_auto,
20;1.47;0.0387;0.0264;0.49;1.27;Dy_auto,
21;2.15;0.0548;0.0254;0.719;1.8;Dy_auto,
22;3.16;0.0771;0.0244;1.06;2.53;Dy_auto,
23;4.64;0.109;0.0235;1.55;3.57;Dy_auto,
24;6.81;0.15;0.022;2.27;4.91;Dy_auto,
25;10;0.206;0.0206;3.34;6.76;Dy_auto,
26;14.7;0.281;0.0191;4.9;9.2;Dy_auto,
27;21.5;0.379;0.0176;7.19;12.4;Dy_auto,
28;31.6;0.509;0.0161;10.6;16.7;Dy_auto,
29;46.4;0.679;0.0146;15.5;22.3;Dy_auto,
30;68.1;0.903;0.0133;22.7;29.6;Dy_auto,
31;100;1.2;0.012;33.4;39.2;Dy_auto,
32;147;1.59;0.0108;49;52;Dy_auto,
33;215;2.09;0.00972;71.9;68.6;Dy_auto,
34;316;2.77;0.00877;106;90.8;Dy_auto,
35;464;3.68;0.00794;155;121;Dy_auto,
36;681;4.9;0.00719;227;161;Dy_auto,
37;1000;6.58;0.00658;334;216;Dy_auto,
,
