Name:;;;20230526_P20_2 5,
Number of Intervals:;;;1,
Application:;;;RHEOPLUS/32 V3.61 21006227-33024,
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2024/02/26; 20:37  ã,
Measuring System:;;;CP50-2-SN42594; d=0.206 mm,
Accessories:;;;TU1=P-PTD200-SN81263554,
,
Interval:;;;1,
Number of Data Points:;;;37,
,
Time Setting:;;;37 Meas. Pts.,
;;;Meas. Pt. Duration 120 ... 5 s log,
Measuring Profile:,
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 6 Pt. / dec ,
,
Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status,
;[1/s];[Pa];[PaEs];[1/min];[ÊNm];[],
1;0.001;-0.000135;-0.135;0.000334;-0.00441;M- ,Dy_
2;0.00147;-0.000357;-0.243;0.00049;-0.0117;Dy_auto,
3;0.00215;-0.000244;-0.113;0.000719;-0.00798;M- ,Dy_
4;0.00316;-0.00027;-0.0853;0.00106;-0.00883;M- ,Dy_
5;0.00464;-0.00018;-0.0388;0.00155;-0.0059;M- ,Dy_
6;0.00681;0.000153;0.0225;0.00227;0.00503;M- ,Dy_
7;0.01;-0.000407;-0.0407;0.00334;-0.0134;Dy_auto,
8;0.0147;0.000448;0.0306;0.0049;0.0147;Dy_auto,
9;0.0215;0.0011;0.0513;0.00719;0.0362;Dy_auto,
10;0.0316;0.00128;0.0404;0.0106;0.0419;Dy_auto,
11;0.0464;0.00122;0.0262;0.0155;0.0399;Dy_auto,
12;0.0681;0.00214;0.0314;0.0227;0.0701;Dy_auto,
13;0.1;0.00339;0.0339;0.0334;0.111;Dy_auto,
14;0.147;0.00477;0.0325;0.049;0.156;Dy_auto,
15;0.215;0.00695;0.0322;0.0719;0.228;Dy_auto,
16;0.316;0.0107;0.0338;0.106;0.351;Dy_auto,
17;0.464;0.0156;0.0335;0.155;0.51;Dy_auto,
18;0.681;0.0225;0.0331;0.227;0.738;Dy_auto,
19;1;0.0321;0.0321;0.334;1.05;Dy_auto,
20;1.47;0.0451;0.0307;0.49;1.48;Dy_auto,
21;2.15;0.0629;0.0292;0.719;2.06;Dy_auto,
22;3.16;0.0884;0.028;1.06;2.9;Dy_auto,
23;4.64;0.123;0.0264;1.55;4.02;Dy_auto,
24;6.81;0.168;0.0246;2.27;5.49;Dy_auto,
25;10;0.228;0.0228;3.34;7.46;Dy_auto,
26;14.7;0.307;0.0209;4.9;10.1;Dy_auto,
27;21.5;0.412;0.0191;7.19;13.5;Dy_auto,
28;31.6;0.549;0.0174;10.6;18;Dy_auto,
29;46.4;0.728;0.0157;15.5;23.9;Dy_auto,
30;68.1;0.962;0.0141;22.7;31.5;Dy_auto,
31;100;1.27;0.0127;33.4;41.6;Dy_auto,
32;147;1.67;0.0114;49;54.7;Dy_auto,
33;215;2.2;0.0102;71.9;72;Dy_auto,
34;316;2.9;0.00916;106;94.9;Dy_auto,
35;464;3.82;0.00824;155;125;Dy_auto,
36;681;5.07;0.00745;227;166;Dy_auto,
37;1000;6.77;0.00677;334;222;Dy_auto,
,
