Name:;;;20230526_P20_2 3,
Number of Intervals:;;;1,
Application:;;;RHEOPLUS/32 V3.61 21006227-33024,
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2024/02/26; 19:47  ã,
Measuring System:;;;CP50-2-SN42594; d=0.206 mm,
Accessories:;;;TU1=P-PTD200-SN81263554,
,
Interval:;;;1,
Number of Data Points:;;;37,
,
Time Setting:;;;37 Meas. Pts.,
;;;Meas. Pt. Duration 120 ... 5 s log,
Measuring Profile:,
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 6 Pt. / dec ,
,
Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status,
;[1/s];[Pa];[PaEs];[1/min];[ÊNm];[],
1;0.000999;-0.000168;-0.168;0.000333;-0.0055;M- ,Dy_
2;0.00147;-0.000181;-0.123;0.00049;-0.00592;M- ,Dy_
3;0.00215;0.000162;0.0752;0.000719;0.00531;M- ,Dy_
4;0.00316;0.0000473;0.015;0.00106;0.00155;M- ,Dy_
5;0.00464;0.000191;0.0412;0.00155;0.00627;M- ,Dy_
6;0.00681;0.00021;0.0309;0.00227;0.0069;M- ,Dy_
7;0.01;0.000521;0.0521;0.00334;0.0171;Dy_auto,
8;0.0147;0.00096;0.0654;0.0049;0.0314;Dy_auto,
9;0.0215;0.000861;0.04;0.00719;0.0282;Dy_auto,
10;0.0316;0.00141;0.0446;0.0106;0.0462;Dy_auto,
11;0.0464;0.00115;0.0247;0.0155;0.0376;Dy_auto,
12;0.0681;0.00198;0.029;0.0227;0.0648;Dy_auto,
13;0.1;0.00319;0.0319;0.0334;0.105;Dy_auto,
14;0.147;0.00463;0.0316;0.049;0.152;Dy_auto,
15;0.215;0.00644;0.0299;0.0719;0.211;Dy_auto,
16;0.316;0.0102;0.0323;0.106;0.335;Dy_auto,
17;0.464;0.0148;0.0318;0.155;0.483;Dy_auto,
18;0.681;0.021;0.0308;0.227;0.687;Dy_auto,
19;1;0.0303;0.0303;0.334;0.992;Dy_auto,
20;1.47;0.0425;0.0289;0.49;1.39;Dy_auto,
21;2.15;0.0595;0.0276;0.719;1.95;Dy_auto,
22;3.16;0.0843;0.0267;1.06;2.76;Dy_auto,
23;4.64;0.117;0.0253;1.55;3.85;Dy_auto,
24;6.81;0.161;0.0237;2.27;5.28;Dy_auto,
25;10;0.22;0.022;3.34;7.2;Dy_auto,
26;14.7;0.298;0.0203;4.9;9.77;Dy_auto,
27;21.5;0.401;0.0186;7.19;13.1;Dy_auto,
28;31.6;0.536;0.017;10.6;17.6;Dy_auto,
29;46.4;0.713;0.0154;15.5;23.4;Dy_auto,
30;68.1;0.945;0.0139;22.7;31;Dy_auto,
31;100;1.25;0.0125;33.4;40.9;Dy_auto,
32;147;1.65;0.0112;49;54;Dy_auto,
33;215;2.17;0.0101;71.9;71.2;Dy_auto,
34;316;2.87;0.00908;106;94.1;Dy_auto,
35;464;3.8;0.00819;155;124;Dy_auto,
36;681;5.05;0.00742;227;166;Dy_auto,
37;1000;6.76;0.00676;334;221;Dy_auto,
,
